courseId,courseName,topicId,name,updateTime
867270096376,01. 1-Г клас. Англійська мова (2026-2027),867333307747,Їжа та напої,2026-06-08T11:01:52Z
867270096376,01. 1-Г клас. Англійська мова (2026-2027),855026556650,Світ навколо мене та тварини,2026-06-08T11:01:48Z
867270096376,01. 1-Г клас. Англійська мова (2026-2027),867333580731,Моя школа та навчання,2026-06-08T11:01:43Z
867270096376,01. 1-Г клас. Англійська мова (2026-2027),867333060489,"Я, моя сім'я та друзі",2026-06-08T11:01:39Z
867270052567,04. 01 клас. Екстернат (2026-2027),867317463873,Англійська мова,2026-06-08T06:57:25Z
867270052567,04. 01 клас. Екстернат (2026-2027),819797360913,Дизайн і технології,2026-06-07T12:23:23Z
867270052567,04. 01 клас. Екстернат (2026-2027),867269664313,Фізична культура,2026-06-07T10:12:32Z
867270052567,04. 01 клас. Екстернат (2026-2027),867269997798,Мистецтво,2026-06-07T10:12:31Z
867270052567,04. 01 клас. Екстернат (2026-2027),867268308792,Я досліджую світ,2026-06-07T10:12:30Z
867270052567,04. 01 клас. Екстернат (2026-2027),867270052584,Математика,2026-06-07T10:12:30Z
867270052567,04. 01 клас. Екстернат (2026-2027),867269035143,Оголошення та виховна робота,2026-06-07T10:12:30Z
867270052567,04. 01 клас. Екстернат (2026-2027),867269955502,Українська мова,2026-06-07T10:12:29Z
867268618041,01. 1-В клас. Англійська мова (2026-2027),867333451279,Свята і традиції,2026-06-08T11:01:34Z
867268618041,01. 1-В клас. Англійська мова (2026-2027),855026436322,Погода та пори року,2026-06-08T11:01:30Z
867268618041,01. 1-В клас. Англійська мова (2026-2027),867333634802,Одяг,2026-06-08T11:01:25Z
867268618041,01. 1-В клас. Англійська мова (2026-2027),867333417515,Моє помешкання,2026-06-08T11:01:21Z
867268618041,01. 1-В клас. Англійська мова (2026-2027),867333538835,Їжа та напої,2026-06-08T11:01:17Z
867268618041,01. 1-В клас. Англійська мова (2026-2027),867333479227,Світ навколо мене та тварини,2026-06-08T11:01:12Z
867268618041,01. 1-В клас. Англійська мова (2026-2027),867284136265,Моя школа та навчання,2026-06-08T11:01:08Z
867268618041,01. 1-В клас. Англійська мова (2026-2027),867332562972,"Я, моя сім'я та друзі",2026-06-08T11:01:03Z
867267818221,01. 1-В клас. НУШ (2026-2027),867269744390,Фізична культура,2026-06-07T09:52:15Z
867267818221,01. 1-В клас. НУШ (2026-2027),867269660148,Мистецтво,2026-06-07T09:52:14Z
867267818221,01. 1-В клас. НУШ (2026-2027),867269742728,Я досліджую світ,2026-06-07T09:52:13Z
867267818221,01. 1-В клас. НУШ (2026-2027),867269761827,Оголошення та виховна робота,2026-06-07T09:52:13Z
867267818221,01. 1-В клас. НУШ (2026-2027),867269760418,Математика,2026-06-07T09:52:12Z
867267818221,01. 1-В клас. НУШ (2026-2027),867267188519,Українська мова,2026-06-07T09:52:12Z
867269784292,01. 1-Б клас. НУШ (2026-2027),867268547249,Фізична культура,2026-06-07T09:52:12Z
867269784292,01. 1-Б клас. НУШ (2026-2027),867269651511,Оголошення та виховна робота,2026-06-07T09:52:10Z
867269784292,01. 1-Б клас. НУШ (2026-2027),867269850695,Українська мова,2026-06-07T09:52:10Z
867269784292,01. 1-Б клас. НУШ (2026-2027),867269841531,Мистецтво,2026-06-07T09:52:09Z
867269784292,01. 1-Б клас. НУШ (2026-2027),867269422929,Математика,2026-06-07T09:52:09Z
867269784292,01. 1-Б клас. НУШ (2026-2027),867269150647,Я досліджую світ,2026-06-07T09:52:08Z
867269734400,01. 1-Б клас. Англійська мова (2026-2027),867333158974,Свята і традиції,2026-06-08T11:00:59Z
867269734400,01. 1-Б клас. Англійська мова (2026-2027),867329575140,Погода та пори року,2026-06-08T11:00:54Z
867269734400,01. 1-Б клас. Англійська мова (2026-2027),867333553700,Одяг,2026-06-08T11:00:50Z
867269734400,01. 1-Б клас. Англійська мова (2026-2027),867333518624,Моє помешкання,2026-06-08T11:00:46Z
867269734400,01. 1-Б клас. Англійська мова (2026-2027),867330925851,Їжа та напої,2026-06-08T11:00:41Z
867269734400,01. 1-Б клас. Англійська мова (2026-2027),867332548170,Світ навколо мене та тварини,2026-06-08T11:00:37Z
867269734400,01. 1-Б клас. Англійська мова (2026-2027),867332895842,Моя школа та навчання,2026-06-08T11:00:33Z
867269734400,01. 1-Б клас. Англійська мова (2026-2027),855026492859,"Я, моя сім'я та друзі",2026-06-08T11:00:28Z
867269419571,01. 1-А клас. Англійська мова (2026-2027),867332578359,Свята і традиції,2026-06-08T11:00:24Z
867269419571,01. 1-А клас. Англійська мова (2026-2027),867331706563,Погода та пори року,2026-06-08T11:00:20Z
867269419571,01. 1-А клас. Англійська мова (2026-2027),867333538734,Одяг,2026-06-08T11:00:15Z
867269419571,01. 1-А клас. Англійська мова (2026-2027),867332829495,Моє помешкання,2026-06-08T11:00:11Z
867269419571,01. 1-А клас. Англійська мова (2026-2027),867333236549,Їжа та напої,2026-06-08T11:00:07Z
867269419571,01. 1-А клас. Англійська мова (2026-2027),867332661382,Світ навколо мене та тварини,2026-06-08T11:00:02Z
867269419571,01. 1-А клас. Англійська мова (2026-2027),855025943001,Моя школа та навчання,2026-06-08T10:59:58Z
867269419571,01. 1-А клас. Англійська мова (2026-2027),855026466878,"Я, моя сім'я та друзі",2026-06-08T10:59:53Z
867269348958,01. 1-А клас. НУШ (2026-2027),867268840895,Фізична культура,2026-06-07T09:36:04Z
867269348958,01. 1-А клас. НУШ (2026-2027),855008366043,Мистецтво,2026-06-07T09:35:59Z
867269348958,01. 1-А клас. НУШ (2026-2027),867269124476,Я досліджую світ,2026-06-07T09:35:55Z
867269348958,01. 1-А клас. НУШ (2026-2027),867268731438,Математика,2026-06-07T09:35:50Z
867269348958,01. 1-А клас. НУШ (2026-2027),855008328574,Українська мова,2026-06-07T09:35:46Z
867269348958,01. 1-А клас. НУШ (2026-2027),867269294778,Оголошення та виховна робота,2026-06-07T09:35:42Z
