email,id,name,description,directMembersCount,adminCreated,aliases,nonEditableAliases,allowExternalMembers,allowWebPosting,archiveOnly,customFooterText,customRolesEnabledForSettingsToBeMerged,defaultMessageDenyNotificationText,defaultSender,enableCollaborativeInbox,includeCustomFooter,includeInGlobalAddressList,isArchived,membersCanPostAsTheGroup,messageModerationLevel,primaryLanguage,replyTo,sendMessageDenyNotification,spamModerationLevel,whoCanContactOwner,whoCanJoin,whoCanLeaveGroup,whoCanPostMessage,whoCanViewGroup,whoCanViewMembership,whoCanDiscoverGroup,showInGroupDirectory,whoCanAssistContent,whoCanAssignTopics,whoCanEnterFreeFormTags,whoCanHideAbuse,whoCanMakeTopicsSticky,whoCanMarkDuplicate,whoCanMarkFavoriteReplyOnAnyTopic,whoCanMarkNoResponseNeeded,whoCanModifyTagsAndCategories,whoCanTakeTopics,whoCanUnassignTopic,whoCanUnmarkFavoriteReplyOnAnyTopic,whoCanModerateContent,whoCanApproveMessages,whoCanDeleteAnyPost,whoCanDeleteTopics,whoCanLockTopics,whoCanMoveTopicsIn,whoCanMoveTopicsOut,whoCanPostAnnouncements,whoCanModerateMembers,whoCanAdd,whoCanApproveMembers,whoCanBanUsers,whoCanInvite,whoCanModifyMembers,allowGoogleCommunication,favoriteRepliesOnTop,maxMessageBytes,messageDisplayFont,whoCanAddReferences,whoCanMarkFavoriteReplyOnOwnTopic
class-7-b@schoolgus.ukr.education,02nusc192dhy70o,7-Б клас,,25,True,,class-7-b@schoolgus.ukr.education.test-google-a.com,false,true,false,,false,,DEFAULT_SELF,false,false,true,false,false,MODERATE_NONE,en_US,REPLY_TO_IGNORE,false,MODERATE,ANYONE_CAN_CONTACT,CAN_REQUEST_TO_JOIN,ALL_MEMBERS_CAN_LEAVE,ANYONE_CAN_POST,ALL_MEMBERS_CAN_VIEW,ALL_MEMBERS_CAN_VIEW,ALL_IN_DOMAIN_CAN_DISCOVER,false,OWNERS_AND_MANAGERS,OWNERS_AND_MANAGERS,OWNERS_AND_MANAGERS,OWNERS_AND_MANAGERS,OWNERS_AND_MANAGERS,OWNERS_AND_MANAGERS,OWNERS_AND_MANAGERS,OWNERS_AND_MANAGERS,OWNERS_AND_MANAGERS,OWNERS_AND_MANAGERS,OWNERS_AND_MANAGERS,OWNERS_AND_MANAGERS,OWNERS_AND_MANAGERS,OWNERS_AND_MANAGERS,OWNERS_AND_MANAGERS,OWNERS_AND_MANAGERS,OWNERS_AND_MANAGERS,OWNERS_AND_MANAGERS,OWNERS_AND_MANAGERS,OWNERS_AND_MANAGERS,OWNERS_AND_MANAGERS,ALL_MANAGERS_CAN_ADD,ALL_MANAGERS_CAN_APPROVE,OWNERS_AND_MANAGERS,ALL_MANAGERS_CAN_INVITE,OWNERS_AND_MANAGERS,false,true,26214400,DEFAULT_FONT,NONE,OWNERS_AND_MANAGERS
class-7-g@schoolgus.ukr.education,01gf8i8343vbj36,7-Г клас,,23,True,,class-7-g@schoolgus.ukr.education.test-google-a.com,false,true,false,,false,,DEFAULT_SELF,false,false,true,false,false,MODERATE_NONE,en_US,REPLY_TO_IGNORE,false,MODERATE,ANYONE_CAN_CONTACT,CAN_REQUEST_TO_JOIN,ALL_MEMBERS_CAN_LEAVE,ANYONE_CAN_POST,ALL_MEMBERS_CAN_VIEW,ALL_MEMBERS_CAN_VIEW,ALL_IN_DOMAIN_CAN_DISCOVER,false,OWNERS_AND_MANAGERS,OWNERS_AND_MANAGERS,OWNERS_AND_MANAGERS,OWNERS_AND_MANAGERS,OWNERS_AND_MANAGERS,OWNERS_AND_MANAGERS,OWNERS_AND_MANAGERS,OWNERS_AND_MANAGERS,OWNERS_AND_MANAGERS,OWNERS_AND_MANAGERS,OWNERS_AND_MANAGERS,OWNERS_AND_MANAGERS,OWNERS_AND_MANAGERS,OWNERS_AND_MANAGERS,OWNERS_AND_MANAGERS,OWNERS_AND_MANAGERS,OWNERS_AND_MANAGERS,OWNERS_AND_MANAGERS,OWNERS_AND_MANAGERS,OWNERS_AND_MANAGERS,OWNERS_AND_MANAGERS,ALL_MANAGERS_CAN_ADD,ALL_MANAGERS_CAN_APPROVE,OWNERS_AND_MANAGERS,ALL_MANAGERS_CAN_INVITE,OWNERS_AND_MANAGERS,false,true,26214400,DEFAULT_FONT,NONE,OWNERS_AND_MANAGERS
class-7-v@schoolgus.ukr.education,03bj1y381mwviiy,7-В клас,,21,True,,class-7-v@schoolgus.ukr.education.test-google-a.com,false,true,false,,false,,DEFAULT_SELF,false,false,true,false,false,MODERATE_NONE,en_US,REPLY_TO_IGNORE,false,MODERATE,ANYONE_CAN_CONTACT,CAN_REQUEST_TO_JOIN,ALL_MEMBERS_CAN_LEAVE,ANYONE_CAN_POST,ALL_MEMBERS_CAN_VIEW,ALL_MEMBERS_CAN_VIEW,ALL_IN_DOMAIN_CAN_DISCOVER,false,OWNERS_AND_MANAGERS,OWNERS_AND_MANAGERS,OWNERS_AND_MANAGERS,OWNERS_AND_MANAGERS,OWNERS_AND_MANAGERS,OWNERS_AND_MANAGERS,OWNERS_AND_MANAGERS,OWNERS_AND_MANAGERS,OWNERS_AND_MANAGERS,OWNERS_AND_MANAGERS,OWNERS_AND_MANAGERS,OWNERS_AND_MANAGERS,OWNERS_AND_MANAGERS,OWNERS_AND_MANAGERS,OWNERS_AND_MANAGERS,OWNERS_AND_MANAGERS,OWNERS_AND_MANAGERS,OWNERS_AND_MANAGERS,OWNERS_AND_MANAGERS,OWNERS_AND_MANAGERS,OWNERS_AND_MANAGERS,ALL_MANAGERS_CAN_ADD,ALL_MANAGERS_CAN_APPROVE,OWNERS_AND_MANAGERS,ALL_MANAGERS_CAN_INVITE,OWNERS_AND_MANAGERS,false,true,26214400,DEFAULT_FONT,NONE,OWNERS_AND_MANAGERS
class-8-a@schoolgus.ukr.education,030j0zll237430h,8-А клас,,25,True,,class-8-a@schoolgus.ukr.education.test-google-a.com,false,true,false,,false,,DEFAULT_SELF,false,false,true,false,false,MODERATE_NONE,en_US,REPLY_TO_IGNORE,false,MODERATE,ANYONE_CAN_CONTACT,CAN_REQUEST_TO_JOIN,ALL_MEMBERS_CAN_LEAVE,ANYONE_CAN_POST,ALL_MEMBERS_CAN_VIEW,ALL_MEMBERS_CAN_VIEW,ALL_IN_DOMAIN_CAN_DISCOVER,false,OWNERS_AND_MANAGERS,OWNERS_AND_MANAGERS,OWNERS_AND_MANAGERS,OWNERS_AND_MANAGERS,OWNERS_AND_MANAGERS,OWNERS_AND_MANAGERS,OWNERS_AND_MANAGERS,OWNERS_AND_MANAGERS,OWNERS_AND_MANAGERS,OWNERS_AND_MANAGERS,OWNERS_AND_MANAGERS,OWNERS_AND_MANAGERS,OWNERS_AND_MANAGERS,OWNERS_AND_MANAGERS,OWNERS_AND_MANAGERS,OWNERS_AND_MANAGERS,OWNERS_AND_MANAGERS,OWNERS_AND_MANAGERS,OWNERS_AND_MANAGERS,OWNERS_AND_MANAGERS,OWNERS_AND_MANAGERS,ALL_MANAGERS_CAN_ADD,ALL_MANAGERS_CAN_APPROVE,OWNERS_AND_MANAGERS,ALL_MANAGERS_CAN_INVITE,OWNERS_AND_MANAGERS,false,true,26214400,DEFAULT_FONT,NONE,OWNERS_AND_MANAGERS
class-8-b@schoolgus.ukr.education,045jfvxd0kwhmno,8-Б клас,,22,True,,class-8-b@schoolgus.ukr.education.test-google-a.com,false,true,false,,false,,DEFAULT_SELF,false,false,true,false,false,MODERATE_NONE,en_US,REPLY_TO_IGNORE,false,MODERATE,ANYONE_CAN_CONTACT,CAN_REQUEST_TO_JOIN,ALL_MEMBERS_CAN_LEAVE,ANYONE_CAN_POST,ALL_MEMBERS_CAN_VIEW,ALL_MEMBERS_CAN_VIEW,ALL_IN_DOMAIN_CAN_DISCOVER,false,OWNERS_AND_MANAGERS,OWNERS_AND_MANAGERS,OWNERS_AND_MANAGERS,OWNERS_AND_MANAGERS,OWNERS_AND_MANAGERS,OWNERS_AND_MANAGERS,OWNERS_AND_MANAGERS,OWNERS_AND_MANAGERS,OWNERS_AND_MANAGERS,OWNERS_AND_MANAGERS,OWNERS_AND_MANAGERS,OWNERS_AND_MANAGERS,OWNERS_AND_MANAGERS,OWNERS_AND_MANAGERS,OWNERS_AND_MANAGERS,OWNERS_AND_MANAGERS,OWNERS_AND_MANAGERS,OWNERS_AND_MANAGERS,OWNERS_AND_MANAGERS,OWNERS_AND_MANAGERS,OWNERS_AND_MANAGERS,ALL_MANAGERS_CAN_ADD,ALL_MANAGERS_CAN_APPROVE,OWNERS_AND_MANAGERS,ALL_MANAGERS_CAN_INVITE,OWNERS_AND_MANAGERS,false,true,26214400,DEFAULT_FONT,NONE,OWNERS_AND_MANAGERS
class-8-g@schoolgus.ukr.education,02iq8gzs4hqayiz,8-Г клас,,27,True,,class-8-g@schoolgus.ukr.education.test-google-a.com,false,true,false,,false,,DEFAULT_SELF,false,false,true,false,false,MODERATE_NONE,en_US,REPLY_TO_IGNORE,false,MODERATE,ANYONE_CAN_CONTACT,CAN_REQUEST_TO_JOIN,ALL_MEMBERS_CAN_LEAVE,ANYONE_CAN_POST,ALL_MEMBERS_CAN_VIEW,ALL_MEMBERS_CAN_VIEW,ALL_IN_DOMAIN_CAN_DISCOVER,false,OWNERS_AND_MANAGERS,OWNERS_AND_MANAGERS,OWNERS_AND_MANAGERS,OWNERS_AND_MANAGERS,OWNERS_AND_MANAGERS,OWNERS_AND_MANAGERS,OWNERS_AND_MANAGERS,OWNERS_AND_MANAGERS,OWNERS_AND_MANAGERS,OWNERS_AND_MANAGERS,OWNERS_AND_MANAGERS,OWNERS_AND_MANAGERS,OWNERS_AND_MANAGERS,OWNERS_AND_MANAGERS,OWNERS_AND_MANAGERS,OWNERS_AND_MANAGERS,OWNERS_AND_MANAGERS,OWNERS_AND_MANAGERS,OWNERS_AND_MANAGERS,OWNERS_AND_MANAGERS,OWNERS_AND_MANAGERS,ALL_MANAGERS_CAN_ADD,ALL_MANAGERS_CAN_APPROVE,OWNERS_AND_MANAGERS,ALL_MANAGERS_CAN_INVITE,OWNERS_AND_MANAGERS,false,true,26214400,DEFAULT_FONT,NONE,OWNERS_AND_MANAGERS
class-8-v@schoolgus.ukr.education,0184mhaj426d7bk,8-В клас,,23,True,,class-8-v@schoolgus.ukr.education.test-google-a.com,false,true,false,,false,,DEFAULT_SELF,false,false,true,false,false,MODERATE_NONE,en_US,REPLY_TO_IGNORE,false,MODERATE,ANYONE_CAN_CONTACT,CAN_REQUEST_TO_JOIN,ALL_MEMBERS_CAN_LEAVE,ANYONE_CAN_POST,ALL_MEMBERS_CAN_VIEW,ALL_MEMBERS_CAN_VIEW,ALL_IN_DOMAIN_CAN_DISCOVER,false,OWNERS_AND_MANAGERS,OWNERS_AND_MANAGERS,OWNERS_AND_MANAGERS,OWNERS_AND_MANAGERS,OWNERS_AND_MANAGERS,OWNERS_AND_MANAGERS,OWNERS_AND_MANAGERS,OWNERS_AND_MANAGERS,OWNERS_AND_MANAGERS,OWNERS_AND_MANAGERS,OWNERS_AND_MANAGERS,OWNERS_AND_MANAGERS,OWNERS_AND_MANAGERS,OWNERS_AND_MANAGERS,OWNERS_AND_MANAGERS,OWNERS_AND_MANAGERS,OWNERS_AND_MANAGERS,OWNERS_AND_MANAGERS,OWNERS_AND_MANAGERS,OWNERS_AND_MANAGERS,OWNERS_AND_MANAGERS,ALL_MANAGERS_CAN_ADD,ALL_MANAGERS_CAN_APPROVE,OWNERS_AND_MANAGERS,ALL_MANAGERS_CAN_INVITE,OWNERS_AND_MANAGERS,false,true,26214400,DEFAULT_FONT,NONE,OWNERS_AND_MANAGERS
class-9-a@schoolgus.ukr.education,00lnxbz93diuasg,9-А клас,,26,True,,class-9-a@schoolgus.ukr.education.test-google-a.com,false,true,false,,false,,DEFAULT_SELF,false,false,true,false,false,MODERATE_NONE,en_US,REPLY_TO_IGNORE,false,MODERATE,ANYONE_CAN_CONTACT,CAN_REQUEST_TO_JOIN,ALL_MEMBERS_CAN_LEAVE,ANYONE_CAN_POST,ALL_MEMBERS_CAN_VIEW,ALL_MEMBERS_CAN_VIEW,ALL_IN_DOMAIN_CAN_DISCOVER,false,OWNERS_AND_MANAGERS,OWNERS_AND_MANAGERS,OWNERS_AND_MANAGERS,OWNERS_AND_MANAGERS,OWNERS_AND_MANAGERS,OWNERS_AND_MANAGERS,OWNERS_AND_MANAGERS,OWNERS_AND_MANAGERS,OWNERS_AND_MANAGERS,OWNERS_AND_MANAGERS,OWNERS_AND_MANAGERS,OWNERS_AND_MANAGERS,OWNERS_AND_MANAGERS,OWNERS_AND_MANAGERS,OWNERS_AND_MANAGERS,OWNERS_AND_MANAGERS,OWNERS_AND_MANAGERS,OWNERS_AND_MANAGERS,OWNERS_AND_MANAGERS,OWNERS_AND_MANAGERS,OWNERS_AND_MANAGERS,ALL_MANAGERS_CAN_ADD,ALL_MANAGERS_CAN_APPROVE,OWNERS_AND_MANAGERS,ALL_MANAGERS_CAN_INVITE,OWNERS_AND_MANAGERS,false,true,26214400,DEFAULT_FONT,NONE,OWNERS_AND_MANAGERS
class-9-b@schoolgus.ukr.education,01y810tw0zi4av3,9-Б клас,,28,True,,class-9-b@schoolgus.ukr.education.test-google-a.com,false,true,false,,false,,DEFAULT_SELF,false,false,true,false,false,MODERATE_NONE,en_US,REPLY_TO_IGNORE,false,MODERATE,ANYONE_CAN_CONTACT,CAN_REQUEST_TO_JOIN,ALL_MEMBERS_CAN_LEAVE,ANYONE_CAN_POST,ALL_MEMBERS_CAN_VIEW,ALL_MEMBERS_CAN_VIEW,ALL_IN_DOMAIN_CAN_DISCOVER,false,OWNERS_AND_MANAGERS,OWNERS_AND_MANAGERS,OWNERS_AND_MANAGERS,OWNERS_AND_MANAGERS,OWNERS_AND_MANAGERS,OWNERS_AND_MANAGERS,OWNERS_AND_MANAGERS,OWNERS_AND_MANAGERS,OWNERS_AND_MANAGERS,OWNERS_AND_MANAGERS,OWNERS_AND_MANAGERS,OWNERS_AND_MANAGERS,OWNERS_AND_MANAGERS,OWNERS_AND_MANAGERS,OWNERS_AND_MANAGERS,OWNERS_AND_MANAGERS,OWNERS_AND_MANAGERS,OWNERS_AND_MANAGERS,OWNERS_AND_MANAGERS,OWNERS_AND_MANAGERS,OWNERS_AND_MANAGERS,ALL_MANAGERS_CAN_ADD,ALL_MANAGERS_CAN_APPROVE,OWNERS_AND_MANAGERS,ALL_MANAGERS_CAN_INVITE,OWNERS_AND_MANAGERS,false,true,26214400,DEFAULT_FONT,NONE,OWNERS_AND_MANAGERS
class-9-v@schoolgus.ukr.education,01ci93xb1ednibd,9-В клас,,28,True,,class-9-v@schoolgus.ukr.education.test-google-a.com,false,true,false,,false,,DEFAULT_SELF,false,false,true,false,false,MODERATE_NONE,en_US,REPLY_TO_IGNORE,false,MODERATE,ANYONE_CAN_CONTACT,CAN_REQUEST_TO_JOIN,ALL_MEMBERS_CAN_LEAVE,ANYONE_CAN_POST,ALL_MEMBERS_CAN_VIEW,ALL_MEMBERS_CAN_VIEW,ALL_IN_DOMAIN_CAN_DISCOVER,false,OWNERS_AND_MANAGERS,OWNERS_AND_MANAGERS,OWNERS_AND_MANAGERS,OWNERS_AND_MANAGERS,OWNERS_AND_MANAGERS,OWNERS_AND_MANAGERS,OWNERS_AND_MANAGERS,OWNERS_AND_MANAGERS,OWNERS_AND_MANAGERS,OWNERS_AND_MANAGERS,OWNERS_AND_MANAGERS,OWNERS_AND_MANAGERS,OWNERS_AND_MANAGERS,OWNERS_AND_MANAGERS,OWNERS_AND_MANAGERS,OWNERS_AND_MANAGERS,OWNERS_AND_MANAGERS,OWNERS_AND_MANAGERS,OWNERS_AND_MANAGERS,OWNERS_AND_MANAGERS,OWNERS_AND_MANAGERS,ALL_MANAGERS_CAN_ADD,ALL_MANAGERS_CAN_APPROVE,OWNERS_AND_MANAGERS,ALL_MANAGERS_CAN_INVITE,OWNERS_AND_MANAGERS,false,true,26214400,DEFAULT_FONT,NONE,OWNERS_AND_MANAGERS
classroom_teachers@schoolgus.ukr.education,02r0uhxc2ht6j2v,Клас: викладачі,"До цієї групи входять усі викладачі зі служби Клас у вашому домені. Доки ви не схвалите їх, вони матимуть статус учасників, що очікують на розгляд. Зверніть увагу: усі учасники цієї групи мають додаткові привілеї, які можна визначати на Консолі адміністратора. ПОПЕРЕДЖЕННЯ: не видаляйте цю групу.",0,False,,classroom_teachers@schoolgus.ukr.education.test-google-a.com,false,true,false,,false,,DEFAULT_SELF,false,false,true,false,false,MODERATE_NONE,en_US,REPLY_TO_LIST,false,MODERATE,ALL_MEMBERS_CAN_CONTACT,CAN_REQUEST_TO_JOIN,ALL_OWNERS_CAN_LEAVE,ALL_MEMBERS_CAN_POST,ALL_MANAGERS_CAN_VIEW,ALL_MANAGERS_CAN_VIEW,ALL_IN_DOMAIN_CAN_DISCOVER,false,OWNERS_AND_MANAGERS,OWNERS_AND_MANAGERS,OWNERS_AND_MANAGERS,OWNERS_AND_MANAGERS,OWNERS_AND_MANAGERS,OWNERS_AND_MANAGERS,OWNERS_AND_MANAGERS,OWNERS_AND_MANAGERS,OWNERS_AND_MANAGERS,OWNERS_AND_MANAGERS,OWNERS_AND_MANAGERS,OWNERS_AND_MANAGERS,OWNERS_AND_MANAGERS,OWNERS_AND_MANAGERS,OWNERS_AND_MANAGERS,OWNERS_AND_MANAGERS,OWNERS_AND_MANAGERS,OWNERS_AND_MANAGERS,OWNERS_AND_MANAGERS,OWNERS_AND_MANAGERS,OWNERS_AND_MANAGERS,ALL_MANAGERS_CAN_ADD,ALL_MANAGERS_CAN_APPROVE,OWNERS_AND_MANAGERS,ALL_MANAGERS_CAN_INVITE,OWNERS_AND_MANAGERS,false,true,26214400,DEFAULT_FONT,NONE,NONE
externat-10@schoolgus.ukr.education,01rvwp1q2tedev4,Екстернат 10 клас,,11,True,,externat-10@schoolgus.ukr.education.test-google-a.com,false,true,false,,false,,DEFAULT_SELF,false,false,true,false,false,MODERATE_NONE,en_US,REPLY_TO_IGNORE,false,MODERATE,ANYONE_CAN_CONTACT,CAN_REQUEST_TO_JOIN,ALL_MEMBERS_CAN_LEAVE,ANYONE_CAN_POST,ALL_MEMBERS_CAN_VIEW,ALL_MEMBERS_CAN_VIEW,ALL_IN_DOMAIN_CAN_DISCOVER,false,OWNERS_AND_MANAGERS,OWNERS_AND_MANAGERS,OWNERS_AND_MANAGERS,OWNERS_AND_MANAGERS,OWNERS_AND_MANAGERS,OWNERS_AND_MANAGERS,OWNERS_AND_MANAGERS,OWNERS_AND_MANAGERS,OWNERS_AND_MANAGERS,OWNERS_AND_MANAGERS,OWNERS_AND_MANAGERS,OWNERS_AND_MANAGERS,OWNERS_AND_MANAGERS,OWNERS_AND_MANAGERS,OWNERS_AND_MANAGERS,OWNERS_AND_MANAGERS,OWNERS_AND_MANAGERS,OWNERS_AND_MANAGERS,OWNERS_AND_MANAGERS,OWNERS_AND_MANAGERS,OWNERS_AND_MANAGERS,ALL_MANAGERS_CAN_ADD,ALL_MANAGERS_CAN_APPROVE,OWNERS_AND_MANAGERS,ALL_MANAGERS_CAN_INVITE,OWNERS_AND_MANAGERS,false,true,26214400,DEFAULT_FONT,NONE,OWNERS_AND_MANAGERS
externat-11@schoolgus.ukr.education,01664s554j70u44,Екстернат 11 клас,,10,True,,externat-11@schoolgus.ukr.education.test-google-a.com,false,true,false,,false,,DEFAULT_SELF,false,false,true,false,false,MODERATE_NONE,en_US,REPLY_TO_IGNORE,false,MODERATE,ANYONE_CAN_CONTACT,CAN_REQUEST_TO_JOIN,ALL_MEMBERS_CAN_LEAVE,ANYONE_CAN_POST,ALL_MEMBERS_CAN_VIEW,ALL_MEMBERS_CAN_VIEW,ALL_IN_DOMAIN_CAN_DISCOVER,false,OWNERS_AND_MANAGERS,OWNERS_AND_MANAGERS,OWNERS_AND_MANAGERS,OWNERS_AND_MANAGERS,OWNERS_AND_MANAGERS,OWNERS_AND_MANAGERS,OWNERS_AND_MANAGERS,OWNERS_AND_MANAGERS,OWNERS_AND_MANAGERS,OWNERS_AND_MANAGERS,OWNERS_AND_MANAGERS,OWNERS_AND_MANAGERS,OWNERS_AND_MANAGERS,OWNERS_AND_MANAGERS,OWNERS_AND_MANAGERS,OWNERS_AND_MANAGERS,OWNERS_AND_MANAGERS,OWNERS_AND_MANAGERS,OWNERS_AND_MANAGERS,OWNERS_AND_MANAGERS,OWNERS_AND_MANAGERS,ALL_MANAGERS_CAN_ADD,ALL_MANAGERS_CAN_APPROVE,OWNERS_AND_MANAGERS,ALL_MANAGERS_CAN_INVITE,OWNERS_AND_MANAGERS,false,true,26214400,DEFAULT_FONT,NONE,OWNERS_AND_MANAGERS
externat-1@schoolgus.ukr.education,02p2csry3f6fiuy,Екстернат 1 клас,,0,True,,externat-1@schoolgus.ukr.education.test-google-a.com,false,true,false,,false,,DEFAULT_SELF,false,false,true,false,false,MODERATE_NONE,en_US,REPLY_TO_IGNORE,false,MODERATE,ANYONE_CAN_CONTACT,CAN_REQUEST_TO_JOIN,ALL_MEMBERS_CAN_LEAVE,ANYONE_CAN_POST,ALL_MEMBERS_CAN_VIEW,ALL_MEMBERS_CAN_VIEW,ALL_IN_DOMAIN_CAN_DISCOVER,false,OWNERS_AND_MANAGERS,OWNERS_AND_MANAGERS,OWNERS_AND_MANAGERS,OWNERS_AND_MANAGERS,OWNERS_AND_MANAGERS,OWNERS_AND_MANAGERS,OWNERS_AND_MANAGERS,OWNERS_AND_MANAGERS,OWNERS_AND_MANAGERS,OWNERS_AND_MANAGERS,OWNERS_AND_MANAGERS,OWNERS_AND_MANAGERS,OWNERS_AND_MANAGERS,OWNERS_AND_MANAGERS,OWNERS_AND_MANAGERS,OWNERS_AND_MANAGERS,OWNERS_AND_MANAGERS,OWNERS_AND_MANAGERS,OWNERS_AND_MANAGERS,OWNERS_AND_MANAGERS,OWNERS_AND_MANAGERS,ALL_MANAGERS_CAN_ADD,ALL_MANAGERS_CAN_APPROVE,OWNERS_AND_MANAGERS,ALL_MANAGERS_CAN_INVITE,OWNERS_AND_MANAGERS,false,true,26214400,DEFAULT_FONT,NONE,OWNERS_AND_MANAGERS
externat-2@schoolgus.ukr.education,03q5sasy25w8fuf,Екстернат 2 клас,,0,True,,externat-2@schoolgus.ukr.education.test-google-a.com,false,true,false,,false,,DEFAULT_SELF,false,false,true,false,false,MODERATE_NONE,en_US,REPLY_TO_IGNORE,false,MODERATE,ANYONE_CAN_CONTACT,CAN_REQUEST_TO_JOIN,ALL_MEMBERS_CAN_LEAVE,ANYONE_CAN_POST,ALL_MEMBERS_CAN_VIEW,ALL_MEMBERS_CAN_VIEW,ALL_IN_DOMAIN_CAN_DISCOVER,false,OWNERS_AND_MANAGERS,OWNERS_AND_MANAGERS,OWNERS_AND_MANAGERS,OWNERS_AND_MANAGERS,OWNERS_AND_MANAGERS,OWNERS_AND_MANAGERS,OWNERS_AND_MANAGERS,OWNERS_AND_MANAGERS,OWNERS_AND_MANAGERS,OWNERS_AND_MANAGERS,OWNERS_AND_MANAGERS,OWNERS_AND_MANAGERS,OWNERS_AND_MANAGERS,OWNERS_AND_MANAGERS,OWNERS_AND_MANAGERS,OWNERS_AND_MANAGERS,OWNERS_AND_MANAGERS,OWNERS_AND_MANAGERS,OWNERS_AND_MANAGERS,OWNERS_AND_MANAGERS,OWNERS_AND_MANAGERS,ALL_MANAGERS_CAN_ADD,ALL_MANAGERS_CAN_APPROVE,OWNERS_AND_MANAGERS,ALL_MANAGERS_CAN_INVITE,OWNERS_AND_MANAGERS,false,true,26214400,DEFAULT_FONT,NONE,OWNERS_AND_MANAGERS
externat-3@schoolgus.ukr.education,03as4poj29r6lcs,Екстернат 3 клас,,1,True,,externat-3@schoolgus.ukr.education.test-google-a.com,false,true,false,,false,,DEFAULT_SELF,false,false,true,false,false,MODERATE_NONE,en_US,REPLY_TO_IGNORE,false,MODERATE,ANYONE_CAN_CONTACT,CAN_REQUEST_TO_JOIN,ALL_MEMBERS_CAN_LEAVE,ANYONE_CAN_POST,ALL_MEMBERS_CAN_VIEW,ALL_MEMBERS_CAN_VIEW,ALL_IN_DOMAIN_CAN_DISCOVER,false,OWNERS_AND_MANAGERS,OWNERS_AND_MANAGERS,OWNERS_AND_MANAGERS,OWNERS_AND_MANAGERS,OWNERS_AND_MANAGERS,OWNERS_AND_MANAGERS,OWNERS_AND_MANAGERS,OWNERS_AND_MANAGERS,OWNERS_AND_MANAGERS,OWNERS_AND_MANAGERS,OWNERS_AND_MANAGERS,OWNERS_AND_MANAGERS,OWNERS_AND_MANAGERS,OWNERS_AND_MANAGERS,OWNERS_AND_MANAGERS,OWNERS_AND_MANAGERS,OWNERS_AND_MANAGERS,OWNERS_AND_MANAGERS,OWNERS_AND_MANAGERS,OWNERS_AND_MANAGERS,OWNERS_AND_MANAGERS,ALL_MANAGERS_CAN_ADD,ALL_MANAGERS_CAN_APPROVE,OWNERS_AND_MANAGERS,ALL_MANAGERS_CAN_INVITE,OWNERS_AND_MANAGERS,false,true,26214400,DEFAULT_FONT,NONE,OWNERS_AND_MANAGERS
externat-4@schoolgus.ukr.education,02r0uhxc3jnlytx,Екстернат 4 клас,,1,True,,externat-4@schoolgus.ukr.education.test-google-a.com,false,true,false,,false,,DEFAULT_SELF,false,false,true,false,false,MODERATE_NONE,en_US,REPLY_TO_IGNORE,false,MODERATE,ANYONE_CAN_CONTACT,CAN_REQUEST_TO_JOIN,ALL_MEMBERS_CAN_LEAVE,ANYONE_CAN_POST,ALL_MEMBERS_CAN_VIEW,ALL_MEMBERS_CAN_VIEW,ALL_IN_DOMAIN_CAN_DISCOVER,false,OWNERS_AND_MANAGERS,OWNERS_AND_MANAGERS,OWNERS_AND_MANAGERS,OWNERS_AND_MANAGERS,OWNERS_AND_MANAGERS,OWNERS_AND_MANAGERS,OWNERS_AND_MANAGERS,OWNERS_AND_MANAGERS,OWNERS_AND_MANAGERS,OWNERS_AND_MANAGERS,OWNERS_AND_MANAGERS,OWNERS_AND_MANAGERS,OWNERS_AND_MANAGERS,OWNERS_AND_MANAGERS,OWNERS_AND_MANAGERS,OWNERS_AND_MANAGERS,OWNERS_AND_MANAGERS,OWNERS_AND_MANAGERS,OWNERS_AND_MANAGERS,OWNERS_AND_MANAGERS,OWNERS_AND_MANAGERS,ALL_MANAGERS_CAN_ADD,ALL_MANAGERS_CAN_APPROVE,OWNERS_AND_MANAGERS,ALL_MANAGERS_CAN_INVITE,OWNERS_AND_MANAGERS,false,true,26214400,DEFAULT_FONT,NONE,OWNERS_AND_MANAGERS
